book_id,title,author,publication_year,genres,summary
33808490,Touched: The Jerry Sandusky Story,,2001,," The book tracks Sandusky's life from his youth in Washington, Pennsylvania, his adoption of six children, at least one of whom he allegedly molested, and taking in six foster children, his years as a player and coach at Penn State, and his work with the Second Mile charitable organization. According to one review of the book, ""Sandusky writes equally of his time in and out of football. Most of his time away from the game is devoted to his family and his charitable foundation, the Second Mile, which serves underprivileged children. Interesting anecdotes from all aspects of his life are neatly packaged with the help of Kip Richeal, a 1987 Penn State graduate and former equipment manager for the football team."""
2523381,The Mummy,Anne Rice,1989-05-06,Speculative fiction; Horror," Henry murders his uncle Lawrence with a poison found in the mummy's tomb. When Henry tries to poison Julie in the same manner, Ramses comes to life in attempt to kill Henry, but succeeds only in scaring him away. After his awakening, Julie and Ramses are instantly attracted to each other. Ramses quickly adopts a pseudonym, ""Reginald Ramsey,"" and claims to be an Egyptologist to throw off the accusation made by the frightened Henry that a ""bloody mummy"" rose from the crypt to harm him. With superhuman intelligence and the ability to learn quickly, Ramses quickly learns the English language and, with the help of an eager Julie, is given a tour of modern London and new technology that had arisen during the past two thousand years. While Henry's accusations are passed off as the rantings of a drunkard, the elderly and ailing Elliott Savarell suspects that it may be the truth. He trails Ramses and comes to believe that he is who Henry claims him to be. During Ramses's reign as pharaoh, he had learned from a Hittite priestess the formula for an elixir that grants eternal life. The potion not only made him immortal, but also allows his body to regenerate from damage that would kill a normal human, such as multiple bullet wounds. He requires neither food nor drink nor sleep, and only the sun's rays to maintain his life. However, he still craves food and certain other physical pleasures, like sex, smoking, and alcohol. Ramses nurses a deep secret. Prior to the Roman conquest of Egypt, he had served as an immortal advisor to its kings and queens, and the last person to awake him for consultation had been Cleopatra, the last ruler of Egypt. Although he served as Cleopatra's counsel (and encouraged her to romance Julius Caesar in a bid to keep the country independent), he had also fallen in love with her, and had revealed to her the secrets of the elixir. Having fallen in love with Mark Antony in defiance of Ramses's advice, Cleopatra refuses the elixir and chooses suicide upon Antony's death. In his depression, Ramses had given himself the name ""Ramses the Damned"", and had Egyptian priests seal him away underground. With Julie's encouragement, Ramses begins to recover. While Henry is convinced that Ramses is an evil monster ready to kill the entire family, Elliott reads Lawrence's notes and chases after Ramses to learn the secret of the elixir of immortality. Eventually, Ramses and Julie decide to visit Egypt one last time so that Ramses can say good-bye to his past. Although Ramses appears to be coming to terms with his past, upon visiting the Cairo Museum, he unexpectedly recognizes an unidentified mummy as being that of Cleopatra. Breaking into the museum later at night simply to see her, he impulsively pours some of the elixir onto the dead body. Cleopatra is revived, but by Ramses not pouring the entire vial of elixir on her, the restoration is incomplete; she is a half-formed monstrosity, awake and conscious yet with parts of her face, hands, and torso still gone. Her incomplete brain restoration leaves her not totally coherent; though Ramses later repairs her body with more of the potion, she appears to be insane and kills a number of people, including Henry. Cleopatra unexpectedly falls in love with Elliot's son Alex though realizes a life with him cannot last because of his mortality and his innocence. Because Ramses would not give her long-ago love Mark Antony the elixir to save his life, Cleopatra holds a passionate hatred for him and seeks to even the score by killing his current love: Julie Stratford. Cleopatra ultimately falters before killing Julie, realizing that the girl should not be punished for Ramses's actions. She also comes to regret the other murders she has committed. In an attempt to escape Ramses, Cleopatra ""dies"" when her car is hit by a train and is consumed by a fiery explosion so hot that it ""could kill even an immortal."" Ramses later gives the elixir to Julie after she attempts suicide in her grief for her loss of him, and he promises to stay with her for eternity. To thank him for his help in covering up all the unusual events, Ramses also gives the elixir to a dying Elliott, who drinks it after serious consideration of the consequences: dying miserably, or living eternally even when wishing for nothing but oblivion. Cleopatra has secretly survived the crash, and awakens under the care of a British doctor in Sudan. She vows to find Ramses again someday for revenge."
31952160,Dreams of Joy,Lisa See,,Novel," Dreams of Joy is organized in four sections -- The Tiger Leaps, The Rabbit Dodges, The Dog Grins, and The Dragon Rises. Joy is the Tiger – romantic, artistic, rash, and impulsive. In this novel, unlike Shanghai Girls, Joy and Pearl are both narrators. Driven by anger at Pearl and May for lying to her about her identity and filled with guilt because of her role in Sam’s death, Joy hastily leaves Los Angeles Chinatown to find her biological father Z.G. and to join the new Chinese society. Finding her father rather quickly in Shanghai, Joy goes with him to a village collective where he is forced to teach art to the peasants. Joy throws herself enthusiastically into the life of the collective and into a hasty marriage with Tao, a peasant artist. Only through motherhood and terrible suffering is Joy able to find her true identity and to exorcise her inner demons. See has written about the difficulty she faced in developing Joy’s character: “At first, Joy was hard to write about because she’s so naïve and stubborn. She makes such terrible mistakes, which, as a mother and her writer, I found hard to watch . . . But what an experience it was to watch her go through all the terrible things she experiences and see her grow up to be a wonderful artist and courageous mother.” Z.G. is the Rabbit, frequently hopping away from danger. Although close to Mao himself, the Chairman can’t trust the artist because of his individualistic streak and Western influences. Z.G. has to go to the country as a form of punishment for his subversive tendencies. What brings Z.G. through in the end are his art, his growing love for Joy and his granddaughter Samantha, his friendship with Pearl, and his devotion to May. The Dog is Tao, the village artist who Joy marries. As Pearl sees it, the question is what kind of Dog will Tao turn out to be. “’A Dog can be violent . . . Is he the kind of Dog you can trust and love, or will he bite you’”. Unfortunately Joy’s passionate view of Tao as a good Dog turns out to be false. Tao is a poor husband, an indifferent father, and a young man devoted to seeking the main chance, no matter who he has to step over to reach his goals. Even surviving the most desperate of circumstances does not change Tao's character. Pearl is the Dragon. She is the second narrator of Dreams of Joy and the character See found easiest to write. “I was already so familiar with Pearl’s strengths and weaknesses from Shanghai Girls. Her words just flowed, because I’ve now lived with her every day for over four years. In Shanghai Girls Mama speaks frequently of Pearl's Dragon nature -- and does so even when she is dying: ""'There was a typhoon the day you were born . . . It is said that a Dragon born in a storm will have a particularly tempestuous fate. You always believe you are right, and this makes you do things you shouldn't . . . You're a Dragon, and of all the signs only a Dragon can tame the fates. Only a Dragon can wear the horns of destiny, duty and power'"". Mama's mother love in giving up her life for her daughters becomes the standard by which Pearl judges herself. If Dreams of Joy is the story of Joy's coming of age, it also describes Pearl's growth through love, courage, and self-sacrifice. She pursues Joy to a China she never knew, living in her old Shanghai home as just another boarder, earning a living by collecting papers, and trying desperately to reconnect with her daughter. If such a pursuit requires painful patience and hard work at a collective farm, so be it. Like her mother before her, Pearl is willing to give up everything to save Joy and her granddaughter Samantha from death. Despite such trials, Pearl endures to the end to find joy in her daughter and granddaughter, friendship in Z.G., a new love with Dun the professor, and reaffirmation of her enduring bond with May. Little wonder that Pearl is radiant at novel's end. As for May the Sheep, See keeps her offstage for almost the entire novel. She is constantly present, however, through her letters to Pearl and the money and gifts she sends to her sister and Joy. At home May endures much hardship -- especially in the context of the death of her husband Vern. Only when Vern dies does May understand the suffering Pearl experienced after Sam's death. She is also tormented by Pearl's refusal to tell her the state of her relationship with Z.G. Nevertheless, in the end May finds the love she has been seeking her entire life."
5360718,The Crooked World,Steve Lyons,,Speculative fiction, The Doctor accidentally brings the concept of reality to a world based on cartoon physics.
24663538,Web mortem,,,," St Andrews in Scotland is the scene of several horrible murders. All the victims are people from the Middle East and without any legal papers. Hammond MacLeod, a young and distinguished dean at University of St Andrews, soon finds the body of his current mistress as well. Has he harbored a secret motive for killing her so atrociously? Why does he spend so much time on this online game? Soon, he realizes that he cannot deal with suspicion anymore. He runs away to New York, helped by Willow Owen, a young American reporter. But behind the web, the killer is lurking. In order to be cleared, Hammond must delve into the online game. This one, by featuring Mesopotamia's darkest and oldest history, asks online players to designate the next victim. And soon, Hammond and Willow are caught in the game. When they understand it is linked to the landscapes of ancient languages as well as to passionate but destructive human relationships, it is too late..."
1088681,The Gadget Maker,,,," The novel traces the life of Stanley Brack, captivated by model aircraft as a child. He enters MIT, and in a memorable scene, is interviewed by the head of the School of Aeronautical Engineering, a legendary German aerodynamicist. His main concern is unexpected. ""From your hair and general coloring,"" he said slowly, ""I thought you might perhaps be Jewish."" Brack reassures him that he and both his parents are Baptists and of Scots-Irish descent. ""We have to be careful,"" the professor confides; ""The aircraft industry is one of the few they haven't managed to take over yet,"" and congratulates Stanley on his acceptance into the course. The incident turns out to be one of many in which Brack swallows any thought of protest and goes along to get along. After graduation, he joins Amcraft, the Amalgamated Aircraft Corporation, in Los Angeles. It is a manufacturer of aircraft components that is just about to unveil its first complete airplane, a transport. The company is run personally by Dave Humbler, ""president, founder of the company, chief engineer&mdash;big wheel number one. Real nice guy, Dave,"" a colleague explains. (Resemblances can be seen to the Douglas Aircraft Company.) Brack rises through the ranks and grows with the company. After the war Amcraft acquires the services of Gunther Rausch, ""a spoil of war"" and a rocket expert from Peenemünde. His presence gives the company an edge in picking up missile work. Rausch is brilliant but arrogant and Brack detests him. Nevertheless, as the book draws to a climax, he makes common cause with him in an effort to perfect a guided missile. Brack is the project manager, and the project is in trouble and behind schedule. He pressures a friend and colleague into conducting some dangerous rocket tests with Rausch. Rausch is tense and jittery and gives coworkers an impression that he is concealing personal inexperience in conducting such tests. There is an explosion, and Brack's friend Sim suffers terrible injuries: physical and chemical burns and lung damage that leaves him close to death. Brack's fiancée, a witness, tells Brack that Rausch was panicky during the test and ""never stopped fiddling with the switches... he was like some hot-head whose car won't start but who keeps on turning the ignition switch."" She thinks Rausch could have caused the explosion (a concern which ultimately turns out to be unfounded). Brack furiously argues with Rausch, then debates with his superior about the project's future and who should lead it. Brack convinces his superior to let him continue as leader. As the discussion closes, his superior says ""Okay, it's all settled."" But he adds ""One other thing&mdash;I'm firing the girl."" Brack's protest sticks in his throat; ""ashamed, he looked at his feet, and then he nodded."" The book closes with Brack and Rausch standing together literally arm in arm, watching the conclusion of a successful missile test. ""Did you see it, Gunther?"" Brack says. ""Yah,"" breaths Rausch, ""Just like a star. A shooting star."" ""And we made it,"" says Brack, proudly, as the tale ends. The New York Times reviewer says that ""the question arises... whether Brack is to be regarded as an all-wool idealist pursuing heroically his destiny despite any and all distractions tossed in his way. Or is he a less desirable type, possessed of the ability to abandon all pretense to ethical conduct in his ambitious pursuit after self-advancement?"" Although the Times calls it an ""absorbing narrative,"" to a modern reader much of the interest lies, not in the broad story outline, but in the dozens of little details and circumstantial touches which bring times, places, and situations&mdash;not well documented elsewhere&mdash;to life."
20597324,Have You Been to the Beach Lately?,Ralph Fletcher,2001-04-01,," Thirty three first person poems that describe various moments during an eleven year old boy's day at the beach. He builds sand walls, he plays in the surf with his friends and teases his little brother."
864368,The Chamber,Enric Tremps,1994,Mystery; Children's literature; Fiction; Novel," In Greenville, Mississippi, the office of Jewish lawyer, Marvin Kramer, who is active in Civil Rights work, is bombed. He is badly injured but survives. His two young sons are killed. Sam Cayhall is identified, arrested and tried for their murder. His trial is engineered by his Klan-connected lawyer and is declared a mistrial. The second trial finds him not guilty and Sam is a free man. Several years pass and the FBI pressures a suspected associate, Dogan, to testify against him. He does so, and is later killed, almost certainly by the Klan. Sam, an unrepentant racist and Klansman, is convicted of murder and sentenced to death by gas chamber, 20 years after the bombing. He is sent to the Mississippi State Penitentiary, and placed on Death Row. Now without a lawyer, he becomes a pro bono case for several anti-death penalty lawyers; ironically from Krawitz and Bane, a largely Jewish law firm in Chicago. Sam's son, Eddie, has fled to California, where his son Alan grew up under the name of Adam Hall. After his father's suicide, Adam starts to learn something of the violent Cayall history. Now working as a lawyer at Krawitz and Bane, he persuades them (with difficulty) to allow him to represent Sam, even though Sam has managed to terminate the representation. He journeys south from Chicago to the Memphis office to represent Sam in the final month before the date of execution. Despite his lack of death-penalty experience, Adam is determined to argue a stay for his grandfather. Despite Sam's violent past, he is one of the few living links to Adam's history. Sam's daughter, Lee Cayhall Booth (Adam's aunt), an alcoholic who has worked hard to conceal her past, slowly reveals the sad, brutal history of their family. Initially uncooperative, Sam eventually opens up to Adam and reveals a remarkable depth of hard-won legal knowledge, regularly preparing his own briefs and court motions. Adam interviews the FBI agent who worked the original case, and it becomes apparent that Sam almost certainly did not commit the actual crime for which he has been found guilty, although he was present. Nevertheless, he has a long and largely secret history of Klan-related crime and has killed several times. One of his associates (Dogan) is now dead, and Sam will not reveal if another associate exists, thus not violating his Klan oath of loyalty. Adam desperately files motion after motion and argues some of them before judges. He seeks to persuade the state Governor to grant a reprive, knowing full well that such a move is politically impossible. And Sam has forbidden such a move, as he suspects the Governor of using him for politcal gain. All appeals are finally exhausted. Sam is now repentant, but does not want Adam as a witness to the execution. The sentence is carried out. With Sam and Dogan dead, no-one knows that Roland, the third man, who prepared and set off the bomb, is still free and living nearby, under a false identity and observing the progress of the case. Adam, sickened but fascinated by the experience, quits the law firm to accept a poorer-paid position with an group of anti-death penalty lawyers."
196771,The Browning Version,Terence Rattigan,,," The play is about the last few days in the career of Andrew Crocker-Harris, an aging classics teacher at a British public school. The man's academic life is fading away following illness and he feels that he has become obsolete. It starts when Taplow, a pupil who needs Crocker-Harris to pass him so he can go up to the next year, comes to him for help with his Greek, but Crocker-Harris is not in his rooms. Instead, Taplow meets Hunter, another Master at the school. We find out (after Taplow leaves) that Hunter, and Crocker-Harris' wife, Millie, are carrying on an affair. When Crocker-Harris returns, he first has the lesson with Taplow, where he begins to show his true feelings through his love for literature. Afterwards, the headmaster arrives to inform him that the school will not give him his pension because of his early retirement, though he was depending on it, and wishes him to relinquish his place in the end-of-term speech-giving to a popular sports master. Mr. Gilbert, Crocker-Harris's successor at his teaching post, arrives to view the Crocker-Harrises' home. He seeks advice on the lower fifth, the year Crocker-Harris teaches, and how to control them. Crocker-Harris begins to relate to Gilbert his own sad experiences after Gilbert tells Crocker-Harris that the headmaster had referred to Crocker-Harris as the 'Himmler of the lower fifth'. Crocker-Harris, who did not realize he was feared by the boys, is very disturbed by this title. Taplow returns, and moves Crocker-Harris by giving him an inscribed version of Robert Browning's translation of Aeschylus' Agamemnon, at which point he breaks down crying. Millie, his wife, shows her callousness at Crocker-Harris's emotional state by ruining this fond moment by implying Taplow only gave the gift to get the grades. Hunter breaks off the affair with her, instead turning his sympathies to Crocker-Harris. Crocker-Harris informs him that he knew of Millie's affair with Hunter, as well as her previous ones, but despite this he does not wish to divorce her. As the play ends, Hunter makes plans with a reluctant Crocker-Harris to meet him at his new place of work, and an uplifted Crocker-Harris telephones the headmaster saying that he will make his speech after the sports master, as is his right. The 'Browning Version' of the title references the translation of the Greek tragedy given by Taplow, Agamemnon, in which Agamemnon is murdered by his wife, aided by her lover. Although the name of the school is not given in the play, it is clearly Harrow School (which Terence Rattigan attended), something evident from the idiosyncrasies of the timetable that Crocker-Harris is in charge of writing."
13108953,The Man in Grey,Baroness Emma Orczy,1918,Historical novel," Set in Napoleonic France in 1809, the west of the country is being terrorised by a group of reckless criminals known as ""Chouans"" (Screech Owls) because they inflict terror by night and go to ground during the day, hiding out in the remains of chateaux left in ruins after the revolution. The group, which contains some of France’s most historic names, commit their crimes under the guise of Royalist convictions, but whether they really seek to reinstate the Bourbon royal line, or whether they are just a pack of lawless brigands is open for debate. ""Theirs were the hands that struck whilst their leaders planned--they were the screech-owls who for more than twenty years terrorised the western provinces of France and, in the name of God and their King, committed every crime that could besmirch the Cause which they professed to uphold."" They are as much an enigma as the one man who has succeeded in bringing some of these fugitives to justice, a mysterious figure known only as “The Man in Grey”, who is a secret agent for the Government."
6435973,The Vanishers,Donald Hamilton,1986,Spy fiction," While Mac (Helm's boss) is on a rare solo assignment, elements within Mac's agency try to take power away from him. It's up to Helm to stop this coup in its tracks, while meanwhile dealing with some deadly family-related issues of his own. Meanwhile, in a storyline continued from The Annihilators, Mac finds himself in the middle of yet another revolution in Costa Verde."
2520775,Charley's Aunt,Brandon Thomas,,," Jack Chesney and Charley Wyckeham are undergraduates at Oxford University in love, respectively, with Kitty Verdun and Amy Spettigue. Charley receives word that his aunt, Donna Lucia d'Alvadorez, a rich widow from Brazil whom he has never met, is coming to visit him. The boys invite Amy and Kitty to lunch to meet her, also intending to declare their love to the girls, who are being sent away to Scotland with Amy's uncle, Stephen Spettigue, who is also Kitty's guardian. They seek out another Oxford undergraduate, Lord Fancourt Babberly (known as ""Babbs""), to distract Donna Lucia while they romance their girls. While they are out, Babbs breaks into Jack's room to steal all his champagne, but Jack and Charley intercept him and persuade him to stay for lunch. Babbs tells the boys about his own love, the daughter of an English officer called Delahey whom he met in Monte Carlo, although he does not remember her name. Babbs also uses Jack's room to try on his costume for an amateur play in which he is taking part. Amy and Kitty arrive to meet Jack and Charley, but Donna Lucia has not arrived yet, and so the girls leave to go shopping until she returns. Annoyed, Jack orders Charley to go to the railway station to wait for Donna Lucia. He soon receives an unexpected visit from his father, Sir Francis Chesney, a former colonel who served in India. Sir Francis informs Jack that he has inherited debts that have wiped out the family's fortunes; instead of going into politics as he had intended, Jack will have to accept a position in Bengal. Horrified, Jack suggests that Sir Francis should marry Donna Lucia, a widow and a millionaire, in order to clear the family debts. Sir Francis is hesitant but agrees to meet Donna Lucia before he makes a decision. Charley receives a telegram saying that Donna Lucia won't be arriving for a few days. The boys panic: the girls are coming, and they won't stay without a chaperone. Fortunately Babbs's costume happens to be that of an old lady. Jack and Charley introduce Babbs as Charley's aunt. His strange appearance and unchanged voice (he had never acted before) do not raise any suspicions. Babbs annoys the boys by accepting kisses from Amy and Kitty; the boys respond to his flirtations with violence. Sir Francis soon enters to meet Donna Lucia. He takes one look at Babbs and tries to leave, but Jack retrieves him. Spettigue arrives, angered that Kitty and Amy are lunching with the boys without his permission. However the penniless Spettigue soon learns that Charley's aunt is Donna Lucia D'Alvadorez, the celebrated millionaire. He decides to stay for lunch to attempt to woo ""Donna Lucia"". Outside Jack's rooms, in the grounds of St Olde's College, the boys are trying to get their girls alone so that they can confess their love. However, Babbs is in the way, charming the girls as Donna Lucia. Jack's father, Sir Francis, has decided to propose marriage to Donna Lucia, purely for money. Jack urgently corners Babbs and orders him to let his father down gently. Babbs does so, which Sir Francis finds to be a relief. Spettigue still wants to marry ""Donna Lucia"" for her money. Meanwhile, the real Donna Lucia, who turns out to be an attractive woman of middle age, arrives with her adopted niece, Miss Ela Delahay, an orphan. The money left to Ela by her father is enough to make her independent for life. Ela reveals that her father had won a lot of money at cards from Fancourt Babberly, for whom Ela still holds a great deal of affection. Donna Lucia recounts the story of a colonel named Frank who she once met over twenty years ago, of whom she was similarly fond. However, he was too shy to propose, and he left for India before he could tell her how he felt. Sir Francis enters, and Donna Lucia recognizes him, and the two rekindle their affection. However, before she can introduce herself, she discovers that someone is impersonating her. To investigate, she introduces herself as ""Mrs Beverly-Smythe"", a penniless widow. Jack and Charley finally make their declarations of love to their girls. However, they discover that they need Spettigue's consent to marry. The girls enlist Babbs to get the consent from the greedy Spettigue. Spettigue invites the entire party, including the real Donna Lucia and Ela, to his house, so that he can talk to ""Donna Lucia"" in private. Babbs, recognizing Ela as the girl he fell in love with in Monte Carlo, tries to escape, but he is caught by Spettigue. Babbs is upset by being in the same room as the girl he loves without being able to talk to her. Jack and Charley try to calm him down. Babbs spends time with the real Donna Lucia, Ela, Amy and Kitty, during which the real Donna Lucia embarrasses Babbs by showing how little he really knows about Donna Lucia. Ela takes a liking to the fake Donna Lucia, who sounds like the man she loves, and pours her heart out to Babbs, telling him of the anguish of losing her father and of the man who cared for him in his dying days, Lord Fancourt Babberly. She admits that she loves him and longs to see him again. Babbs tricks Spettigue into giving letter of consent for the marriages of Charley to Amy and Jack to Kitty by accepting marriage to Spettigue. (Kitty's father's will specified that if she marries without Spettigue's consent, Spettigue would inherit all of the money). Charley can no longer keep up the lie and admits that ""Donna Lucia"" is not really his aunt. Babbs, now dressed in a suit, confirms that he had been playing the part of Charley's aunt. As he is about to return to Spettigue the letter of consent, the real Donna Lucia reveals herself and takes the letter, stating that it ""is addressed to and has been delivered to Donna Lucia d’Alvadorez"". Spettigue storms off, threatening to dispute the letter. Amy is upset at everyone for making a fool of him. Donna Lucia reassures her and gives the girls the letter. Sir Francis and Donna Lucia are engaged (he made the proposal before he realized her identity; the young couples can marry; and Babbs confesses his feelings to Ela."
8514713,Dearly Devoted Dexter,Jeff Lindsay,,Crime Fiction; Horror; Fiction," Sergeant Doakes, a detective in Homicide, has grown suspicious of Dexter and begun tailing him in his free time, making it impossible for Dexter to investigate (and perhaps kill) someone he suspects of complicity in the abduction, pornographic molestation and murder of a series of young boys. When an unknown man is found bizarrely mutilated, Doakes recognizes the work of a torturer nicknamed ""Doctor Danco"" (after a brand of knives), who served with Doakes during the Salvadoran Civil War and has come to Miami to take revenge on his former comrades. Danco drugs his victims with painkillers and psychotropics and, over a period of several days, surgically removes their limbs, genitalia, lips, tongue and eyelids, before leaving them to contemplate themselves in a carefully placed mirror. Dexter is drawn into the case when Danco abducts his sister Deborah's new boyfriend, detective Kyle Chutsky. Amidst all the chaos, Dexter finds himself accidentally engaged to his girlfriend Rita. He perceives a ""dark passenger"" similar to his own in Rita's children Astor and Cody, and looks forward to teaching them as his foster-father had taught him. At the climax of the story, Dexter learns that Danco's murder ritual includes a word game resembling hangman. Each victim is asked to guess a word chosen for them by Danco, each wrong answer – or unintelligible answer, after removal of the tongue – resulting in the amputation of a body part. cs:Drasticky dojemný Dexter es:Querido Dexter fr:Le Passager noir it:Il nostro caro Dexter lt:Dearly Devoted Dexter pl:Dekalog dobrego Dextera pt:Dearly Devoted Dexter ru:Добрый друг Декстер simple:Dearly Devoted Dexter fi:Dexterin kolkko kutsumus"
14936899,The Fifth Son of the Shoemaker,Donald Corley,1930,Novel," The book concerns the story of a Russian family of hereditary shoemakers who have immigrated from Moscow to New York, their establishment in a humble East Side cellar, rise from rags to riches, and travels around the world."
18171684,Geography Club,Brent Hartinger,2003-03-04,Novel," Russel Middlebrook is homosexual and feels isolated and alone from the rest of the people in his high school. His two best friends (Gunnar and Min) are not aware of his sexuality. Russel feels sexual attractions towards many 'jocks' in his school, especially when they are getting changed in gym, and particularly Kevin Land. In the cafeteria, the jocks play a cruel prank on the 'school outcast', Brian Bund, causing Russel to feel sympathetic towards Brian. That night, he is on a gay internet chat room when he speaks to another person from his school who is also gay. They agree to meet up, where Russel finds out Kevin is homosexual. After a brief period of awkwardness, Russel and Kevin become friends, with their sexuality in common. Russel decides to tell Min, one of his friends. Min then responds by telling him that she is a lesbian, then changing her mind to bisexual. Russel decides to organise a meeting in the local pizza shop, with all the gay people in the school. Russel, Min, Therese, Kevin and Ike attend this meeting, where they have a lively discussion. They therefore decide to start up the 'Geography Club' where homosexuals can meet, naming it such in the view that nobody would want to attend 'such a boring club'. The meetings of the club go well. Later, Russel decides to join the baseball team, mainly to get closer to Kevin. After winning a school game, he becomes a school hero, and friends with all the 'jocks'. Meanwhile, Gunnar (Russel's friend) persuades him to attend a 'double date' with him. The pair go to the cinema with Kimberley and Trish. However Russel thinks Kimberley is only going out with Gunnar to give Trish a chance to go out with himself. Despite his previous persuasion methods, Gunnar asks Russel to come on another date. This time they go dancing. Trish and Russel go for a drive, with Russel getting increasingly awkward. When they stop the car, Trish tries to have sex with Russel, with Russel turning her down saying that he is a virgin and wants his first time to be special. Trish accepts this, but Russel fears this is not the last he will hear about the issue. Russel is distressed about this date, and decides to call Kevin when he gets home. They meet up, talk and then kiss, much to the delight of Russel who has been infatuated with Kevin for a long time. It is then suggested that Russel and Kevin engage in sexual activity, though it is never made clear. Meanwhile, Geography Club sees trouble when Belinda turns up, who actually wants to study Geography. This causes panic in the club, because the rules state they have to let anyone join, so many think it means the end to the club. In a later meeting, Belinda overheads one of the characters saying that it is a gay club. She later informs the group that she also has problems (her mother's alcoholism) and therefore should be allowed in the group. The Geography Club allow her in. A teacher publishes an article in the school paper, discouraging homophobia. In the article the teacher writes that she spoke to a homosexual student in the school recently. This causes gossip in the school, with many people trying to find out who the 'gay kid' is. Many think it is Brian Bund. Min therefore wants to let Brian in the club so he has friends. They decide to hold a vote, which Russel feels split on, because if he votes to let Brian in, he would offend Kevin (who is now his boyfriend) but if he votes not to let him in the club, he would offend Min. He votes on Kevin's side, upsetting Min. Russel experiences an incident when to members of the baseball team bully Brian Bund. Russel joins in, to impress his new friends. However, unknown to Russel, Min witnesses this and gets very angry with him. On Russel's third and final double date with Trish, Kimberley and Gunnar they go to a beach house, where Kimberley drinks a lot of alcohol. Russel decides he wants to leave, against Gunnar's will. Russel leaves the beach house and calls Kevin who picks him up. In revenge, Gunnar puts in an application for a 'Gay Straight Alliance' club, under Russel's name. This causes the school to believe Russel to be gay. Many members of the baseball team therefore bully him homophobically, with Kevin joining in, in an effort not to lose respect with his friends. Brian Bund puts the application under his name, reverting the school's attitude back to Brian being the 'gay kid' meaning Russel is out of danger. In a second vote, Russel votes to allow Brian into the club, making him friends with Min once again. Kevin wants to get back together with Russel, now he is popular again. However Russel breaks up with him, saying he wasn't who he thought he was. Russel informs Gunnar of his sexuality, however Gunnar already knew, pointing out that the fact that Russel loved Disney musicals was an indication. The story ends with Russel abandoning his popularity by becoming friends with Brian Bund, and with the formation of 'Gay Straight Alliance', consisting of Russel, Min, Gunnar, Brian and others. Hartinger later adapted his novel into a play, The Geography Club."
24177496,The Colour of a Dog Running Away,,,," The main character in the story is named Lucas. Lucas is a translator and former musician living in Barcelona, Spain. The story begins by Lucas finding a cryptic invitation to a local art gallery under his door. In turn, Lucas goes to this event and sets in motion a serious of unique events that not only disturb his daily routine, but will change his perspective forever. Lucas meets his first love, Nuria. Lucas and Nuria begin an intense love affair. Lucas meets other characters that occupy utilize his building. He meets mythic gypsies whom steal rabbits who have been raised on the roof of his building. However, shortly after Lucas and Nuria begin their relationship,they are kidnapped by a religious cult."
